id	Kingdom	Phylum	Class	Order	Family	Genus	Species
TOB5_000000002	Metazoa	Arthropoda	Maxillopoda	Cyclopoida	Oithonidae	Oithona	Oithona_unclass
TOB5_000000004	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass
TOB5_000000005	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000006	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium helveticum
TOB5_000000008	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium veneficum
TOB5_000000009	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum minimum
TOB5_000000010	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowiaceae_unclass	Warnowiaceae_unclass
TOB5_000000011	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000013	Metazoa	Arthropoda	Maxillopoda	Calanoida	Calanoida_unclass	Calanoida_unclass	Calanoida_unclass
TOB5_000000015	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros socialis
TOB5_000000016	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Neoceratium	Neoceratium_unclass
TOB5_000000017	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000018	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass
TOB5_000000019	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_unclass
TOB5_000000020	Stramenopiles	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia cuspidata
TOB5_000000021	Opisthokonta	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass
TOB5_000000022	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya sp. ex Prorocentrum micans
TOB5_000000023	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000024	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000027	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000033	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium veneficum
TOB5_000000034	Hacrobia	Haptophyta	Picomonadea	Picomonadida	Picomonadidae	Picomonas	Picomonas judraskeda
TOB5_000000035	Opisthokonta	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass
TOB5_000000036	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Eudubosquellidae	Euduboscquella	Euduboscquella sp. ex Favella arcuata
TOB5_000000037	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000038	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000040	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Skeletonemataceae	Skeletonema	Skeletonema_unclass
TOB5_000000041	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium veneficum
TOB5_000000042	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	uncultured Gyrodinium
TOB5_000000043	Alveolata	Alveolata_unclass	Alveolata_unclass	Alveolata_unclass	Alveolata_unclass	Alveolata_unclass	Alveolata_unclass
TOB5_000000044	Hacrobia	Haptophyta	Picomonadea	Picomonadida	Picomonadidae	Picomonas	Picomonas judraskeda
TOB5_000000046	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000047	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000048	Stramenopiles	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Pseudo-nitzschia	Pseudo-nitzschia_unclass
TOB5_000000049	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000050	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass
TOB5_000000051	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000052	Alveolata	Ciliophora	Oligotrichea	Strombidiida	Strombidiidae	Strombidiidae_unclass	Strombidiidae_unclass
TOB5_000000053	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000054	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000055	Hacrobia	Haptophyta	Picomonadea	Picomonadida	Picomonadidae	Picomonas	Picomonas judraskeda
TOB5_000000056	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000058	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000059	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass
TOB5_000000060	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Margalefidinium	Margalefidinium fulvescens
TOB5_000000062	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000063	Opisthokonta	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass
TOB5_000000064	Alveolata	Alveolata_unclass	Alveolata_unclass	Alveolata_unclass	Alveolata_unclass	Alveolata_unclass	Alveolata_unclass
TOB5_000000065	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000066	Stramenopiles	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass
TOB5_000000067	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira oceanica
TOB5_000000068	Stramenopiles	Bacillariophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca	Cylindrotheca_unclass
TOB5_000000069	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000070	Hacrobia	Haptophyta	Picomonadea	Picomonadida	Picomonadidae	Picomonas	Picomonas judraskeda
TOB5_000000072	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium veneficum
TOB5_000000073	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000075	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000076	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000077	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass
TOB5_000000078	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris
TOB5_000000079	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Eudubosquellidae	Euduboscquella	Euduboscquella sp. ex Favella arcuata
TOB5_000000083	Rhizaria	Radiozoa	Polycystina	Nassellaria	Nassellaria_unclass	Nassellaria_unclass	Nassellaria_unclass
TOB5_000000085	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiaceae	Imantonia	Imantonia_unclass
TOB5_000000087	Stramenopiles	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass
TOB5_000000088	Stramenopiles	Oomycota	Oomycetes	Saprolegniales	Thraustochytriaceae	Thraustochytriaceae_unclass	Thraustochytriaceae_unclass
TOB5_000000089	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000090	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000093	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Eudubosquellidae	Euduboscquella	Euduboscquella sp. ex Favella arcuata
TOB5_000000094	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium veneficum
TOB5_000000095	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass
TOB5_000000098	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000099	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Melosirales	Stephanopyxidaceae	Stephanopyxis	Stephanopyxis turris
TOB5_000000100	Alveolata	Dinoflagellata	Dinophyceae	Dinophysiales	Dinophysiaceae	Dinophysis	Dinophysis_unclass
TOB5_000000104	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000108	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000109	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000110	Hacrobia	Haptophyta	Picomonadea	Picomonadida	Picomonadidae	Picomonas	Picomonas judraskeda
TOB5_000000111	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000113	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira tenera
TOB5_000000114	Stramenopiles	Hyphochytriomycota	Hyphochytriomycetes	Hyphochytriida	Rhizidiomycetaceae	Rhizidiomyces	Rhizidiomyces apophysatus
TOB5_000000115	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000116	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000117	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000119	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniaceae	Pentapharsodinium	Pentapharsodinium tyrrhenicum
TOB5_000000120	Stramenopiles	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass
TOB5_000000123	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia	Aurelia_unclass
TOB5_000000124	Alveolata	Ciliophora	Prostomatea	Prorodontida	Colepidae	Tiarina	Tiarina fusa
TOB5_000000125	Rhizaria	Radiozoa	Acantharia	Arthracanthida	Arthracanthida_unclass	Arthracanthida_unclass	Arthracanthida_unclass
TOB5_000000129	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000130	Choanozoa	Choanofila	Choanoflagellida	Choanoflagellida	Stephanoecidae	Didymoeca	Didymoeca costata
TOB5_000000133	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000135	Opisthokonta	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass
TOB5_000000136	Stramenopiles	Ochrophyta	Chrysophyceae	Chromulinales	Chromulinaceae	Chromulinaceae_unclass	Chromulinaceae_unclass
TOB5_000000137	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_unclass
TOB5_000000139	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium veneficum
TOB5_000000142	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_unclass
TOB5_000000143	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000145	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros_unclass
TOB5_000000150	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass
TOB5_000000155	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000157	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Hemiaulales	Hemiaulaceae	Cerataulina	Cerataulina pelagica
TOB5_000000162	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000164	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000166	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000167	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya sp. ex Gonyaulax polygramma
TOB5_000000168	Opisthokonta	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass
TOB5_000000169	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass
TOB5_000000171	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass
TOB5_000000175	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000177	Hacrobia	Cryptophyta	Katablepharidophyta	Katablepharidales	Katablepharidaceae	Katablepharidaceae_unclass	Katablepharidaceae_unclass
TOB5_000000179	Alveolata	Ciliophora	Oligotrichea	Oligotrichida	Tontoniidae	Pseudotontonia	Pseudotontonia simplicidens
TOB5_000000180	Rhizaria	Radiozoa	Polycystina	Spumellaria	Litheliidae	Larcopyle	Larcopyle butschlii
TOB5_000000181	Viridiplantae	Chlorophyta	Prasinophyceae	Pseudoscourfieldiales	Pycnococcaceae	Pseudoscourfieldia	Pseudoscourfieldia marina
TOB5_000000183	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000191	Opisthokonta	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass
TOB5_000000192	Stramenopiles	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass
TOB5_000000193	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Cymatosirales	Cymatosiraceae	Minutocellus	Minutocellus_unclass
TOB5_000000194	Hacrobia	Haptophyta	Picomonadea	Picomonadida	Picomonadidae	Picomonas	Picomonas judraskeda
TOB5_000000198	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiales_unclass	Prymnesiales_unclass	Prymnesiales_unclass
TOB5_000000199	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000201	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Amphidomataceae	Azadinium	Azadinium_unclass
TOB5_000000202	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000203	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000210	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000216	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000217	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000221	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000223	Hacrobia	Cryptophyta	Cryptophyceae	Pyrenomonadales	Geminigeraceae	Teleaulax	Teleaulax_unclass
TOB5_000000226	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass
TOB5_000000227	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass
TOB5_000000228	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000230	Viridiplantae	Chlorophyta	Chlorophyta_unclass	Chlorophyta_unclass	Chlorophyta_unclass	Chlorophyta_unclass	Chlorophyta_unclass
TOB5_000000233	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass
TOB5_000000238	Rhizaria	Radiozoa	Acantharia	Arthracanthida	Arthracanthida_unclass	Arthracanthida_unclass	Arthracanthida_unclass
TOB5_000000243	Metazoa	Chordata	Actinopterygii	Gadiformes	Gadidae	Gadus	Gadus morhua
TOB5_000000245	Hacrobia	Haptophyta	Prymnesiophyceae	Isochrysidales	Noelaerhabdaceae	Noelaerhabdaceae_unclass	Noelaerhabdaceae_unclass
TOB5_000000254	Alveolata	Ciliophora	Ciliophora_unclass	Ciliophora_unclass	Ciliophora_unclass	Ciliophora_unclass	Ciliophora_unclass
TOB5_000000255	Hacrobia	Haptophyta	Haptophyceae	Haptophyceae_unclass	Haptophyceae_unclass	Haptophyceae_unclass	Haptophyceae_unclass
TOB5_000000258	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Thalassiosirales	Thalassiosiraceae	Thalassiosira	Thalassiosira lundiana
TOB5_000000259	Stramenopiles	Hyphochytriomycota	Hyphochytriomycetes	Hyphochytriida	Rhizidiomycetaceae	Rhizidiomyces	Rhizidiomyces apophysatus
TOB5_000000263	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium veneficum
TOB5_000000264	Stramenopiles	Hyphochytriomycota	Hyphochytriomycetes	Hyphochytriida	Rhizidiomycetaceae	Rhizidiomyces	Rhizidiomyces apophysatus
TOB5_000000267	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000268	Opisthokonta	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass
TOB5_000000269	Stramenopiles	Oomycota	Oomycetes	Saprolegniales	Thraustochytriaceae	Thraustochytriaceae_unclass	Thraustochytriaceae_unclass
TOB5_000000272	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000273	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000275	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000277	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Prymnesiales_unclass	Prymnesiales_unclass	Prymnesiales_unclass
TOB5_000000279	Fungi	Chytridiomycota	Chytridiomycota_unclass	Chytridiomycota_unclass	Chytridiomycota_unclass	Chytridiomycota_unclass	Chytridiomycota_unclass
TOB5_000000290	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000291	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax spinifera
TOB5_000000293	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000294	Alveolata	Ciliophora	Oligotrichea	Strombidiida	Strombidiidae	Strombidiidae_unclass	Strombidiidae_unclass
TOB5_000000297	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000299	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000300	Hacrobia	Cryptophyta	Katablepharidophyta	Katablepharidales	Katablepharidaceae	Katablepharis	uncultured Katablepharis
TOB5_000000301	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Amylax	Amylax_unclass
TOB5_000000306	Hacrobia	Haptophyta	Picomonadea	Picomonadida	Picomonadidae	Picomonas	Picomonas judraskeda
TOB5_000000307	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000308	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000309	Opisthokonta	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass
TOB5_000000314	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000318	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000323	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass
TOB5_000000330	Alveolata	Ciliophora	Litostomatea	Pleurostomatida	Litonotidae	Loxophyllum	Loxophyllum_unclass
TOB5_000000331	Alveolata	Ciliophora	Oligotrichea	Strombidiida	Strombidiidae	Laboea	Laboea strobila
TOB5_000000334	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000336	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000338	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Scrippsiella	uncultured Scrippsiella
TOB5_000000339	Teretosporea	Mesomycetozoea	Ichthyosporea 	Ichthyophonida	Amoebidiaceae	Amoebidiaceae_unclass	Amoebidiaceae_unclass
TOB5_000000345	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000346	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000349	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000353	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Eudubosquellidae	Euduboscquella	Euduboscquella sp. ex Favella arcuata
TOB5_000000355	Opisthokonta	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass	Opisthokonta_unclass
TOB5_000000357	Stramenopiles	Bacillariophyta	Coscinodiscophyceae	Chaetocerotales	Chaetocerotaceae	Chaetoceros	Chaetoceros decipiens
TOB5_000000358	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000000359	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
TOB5_000000369	Hacrobia	Haptophyta	Haptophyceae	Haptophyceae_unclass	Haptophyceae_unclass	Haptophyceae_unclass	Haptophyceae_unclass
TOB5_000000371	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass	Dinophyceae_unclass
TOB5_000000373	Alveolata	Dinoflagellata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya	Amoebophrya_unclass
