id	Kingdom	Phylum	Class	Order	Family	Genus	Species
TOB5_000060554	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000060557	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_unclass
TOB5_000060575	Rhizaria	Cercozoa	Thecofilosea	Ebriida	Ebriidae	Ebria	Ebria tripartita
TOB5_000060576	Rhizaria	Cercozoa	Thecofilosea	Ebriida	Ebriidae	Ebria	Ebria tripartita
TOB5_000060633	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000060651	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000060656	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000060659	Eukaryota	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass	Eukaryota_unclass
TOB5_000060677	Stramenopiles	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass
TOB5_000060694	Hacrobia	Haptophyta	Haptophyceae	Haptophyceae_unclass	Haptophyceae_unclass	Haptophyceae_unclass	Haptophyceae_unclass
TOB5_000060696	Hacrobia	Haptophyta	Haptophyceae	Haptophyceae_unclass	Haptophyceae_unclass	Haptophyceae_unclass	Haptophyceae_unclass
TOB5_000060720	Stramenopiles	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass	Stramenopiles_unclass
